"appid","name","release_date","english","developer","publisher","platforms","required_age","categories","genres","steamspy_tags","achievements","positive_ratings","negative_ratings","average_playtime","median_playtime","owners","price","label"
"12220","Grand Theft Auto: Episodes from Liberty City","2010-04-12","1","Rockstar North / Toronto","Rockstar Games","windows","18","Single-player;Multi-player","Action","Open World;Action;Multiplayer","0","6401","2345","508","112","2000000-5000000","14.99","1"
"15100","Assassin's Creed™: Director's Cut Edition","2008-04-09","1","Ubisoft Montreal","Ubisoft","windows","0","Single-player;Partial Controller Support","Action;Adventure","Action;Adventure;Open World","0","5743","1162","360","476","500000-1000000","8.59","1"
"15620","Warhammer 40,000: Dawn of War II","2009-02-18","1","Relic Entertainment;Feral Interactive (Mac/Linux)","SEGA;Feral Interactive (Mac/Linux)","windows;mac;linux","0","Single-player;Multi-player;Co-op;Steam Trading Cards;Steam Cloud","Strategy","Strategy;Warhammer 40K;RTS","73","5626","755","628","293","2000000-5000000","14.99","1"
"17080","Tribes: Ascend","2012-06-27","1","Hi-Rez Studios","Hi-Rez Studios","windows","0","Multi-player;Co-op","Action;Free to Play","Free to Play;FPS;Action","0","6470","1738","128","75","2000000-5000000","0.0","1"
"17300","Crysis","2008-09-17","1","Crytek","Electronic Arts","windows","0","Single-player","Action","FPS;Action;Sci-fi","0","6075","1277","313","105","1000000-2000000","9.99","1"
"17390","SPORE™","2008-12-19","1","Maxis™","Electronic Arts","windows","0","Single-player","Simulation","Simulation;Sandbox;Open World","0","15101","2014","1142","764","2000000-5000000","14.99","1"
"17410","Mirror's Edge™","2009-01-14","1","DICE","Electronic Arts","windows","0","Single-player;Full controller support;Partial Controller Support","Action;Adventure","Parkour;First-Person;Action","0","17880","2341","260","172","2000000-5000000","9.99","1"
"17450","Dragon Age: Origins","2009-11-05","1","BioWare","Electronic Arts","windows","0","Single-player","RPG","RPG;Fantasy;Story Rich","0","6207","468","2061","2889","500000-1000000","14.99","1"
"17460","Mass Effect","2008-12-19","1","BioWare","Electronic Arts","windows","0","Single-player","Action;RPG","RPG;Sci-fi;Story Rich","0","10107","666","612","633","1000000-2000000","7.99","1"
"17470","Dead Space","2009-01-09","1","EA Redwood Shores","Electronic Arts","windows","0","Single-player;Full controller support","Action","Horror;Action;Sci-fi","0","9136","1049","295","178","2000000-5000000","14.99","1"
"17480","Command & Conquer: Red Alert 3","2009-01-08","1","EA Los Angeles","Electronic Arts","windows","0","Single-player","Strategy","Strategy;RTS;Base-Building","0","4390","855","575","395","500000-1000000","9.99","1"
"17500","Zombie Panic! Source","2008-10-03","1","Zombie Panic Team","Zombie Panic Team","windows;linux","0","Multi-player;Co-op;Mods;Mods (require HL2);Steam Achievements;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Includes level editor;Includes Source SDK","Action;Free to Play;Indie","Free to Play;Zombies;Multiplayer","106","5267","914","948","86","500000-1000000","0.0","1"
"19900","Far Cry® 2: Fortune's Edition","2008-10-22","1","Ubisoft Montreal","Ubisoft","windows","0","Single-player;Multi-player","Action","Open World;FPS;Action","0","5292","1739","257","229","1000000-2000000","8.59","1"
"20510","S.T.A.L.K.E.R.: Clear Sky","2008-09-15","1","GSC Game World","GSC World Publishing","windows","0","Single-player;Multi-player","Action;RPG","Open World;Atmospheric;Post-apocalyptic","0","5550","903","716","779","500000-1000000","7.99","1"
"20900","The Witcher: Enhanced Edition Director's Cut","2008-09-16","1","CD PROJEKT RED","CD PROJEKT RED;1C-SoftClub","windows;mac","0","Single-player;Steam Cloud","Action;RPG","RPG;Fantasy;Story Rich","0","26380","4217","773","335","2000000-5000000","6.99","1"
"20920","The Witcher 2: Assassins of Kings Enhanced Edition","2012-04-16","1","CD PROJEKT RED","CD PROJEKT RED;1C-SoftClub","windows;mac;linux","0","Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards","RPG","RPG;Fantasy;Mature","52","36427","4710","838","320","2000000-5000000","14.99","1"
"21090","F.E.A.R.","2010-05-21","1","Monolith Productions, Inc.;Timegate","Warner Bros. Interactive Entertainment","windows","18","Single-player","Action","Horror;FPS;Action","0","6371","438","389","498","1000000-2000000","35.96","1"
"21100","F.E.A.R. 3","2011-06-21","1","Day 1 Studios","Warner Bros. Interactive Entertainment","windows","18","Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards","Action","FPS;Horror;Co-op","50","5349","2030","310","298","1000000-2000000","12.99","1"
"21690","Resident Evil™ 5/ Biohazard 5®","2009-09-15","1","Capcom","Capcom","windows","18","Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards","Action;Adventure","Action;Zombies;Co-op","70","9250","1618","868","532","1000000-2000000","13.99","1"
"22300","Fallout 3","2008-10-28","1","Bethesda Game Studios","Bethesda Softworks","windows","0","Single-player;Partial Controller Support","RPG","Open World;Post-apocalyptic;RPG","0","9921","2709","588","617","500000-1000000","7.99","1"
"22320","The Elder Scrolls III: Morrowind® Game of the Year Edition","2009-06-16","1","Bethesda Game Studios","Bethesda Softworks","windows","0","Single-player;Steam Cloud","RPG","RPG;Open World;Fantasy","0","9571","540","1135","1183","1000000-2000000","12.99","1"
"22330","The Elder Scrolls IV: Oblivion® Game of the Year Edition","2009-06-16","1","Bethesda Game Studios","Bethesda Softworks","windows","0","Single-player;Steam Cloud","RPG","Open World;RPG;Fantasy","0","13827","826","1307","630","1000000-2000000","12.99","1"
"22370","Fallout 3: Game of the Year Edition","2009-12-17","1","Bethesda Game Studios","Bethesda Softworks","windows","0","Single-player","RPG","Open World;RPG;Post-apocalyptic","0","17742","4495","1242","1076","2000000-5000000","14.99","1"
"22380","Fallout: New Vegas","2010-10-21","1","Obsidian Entertainment","Bethesda Softworks","windows","18","Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards","Action;RPG","Open World;RPG;Post-apocalyptic","75","66756","3149","2485","1431","2000000-5000000","7.99","1"
"24010","Train Simulator 2019","2015-09-17","1","Dovetail Games","Dovetail Games - Trains","windows","0","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;In-App Purchases;Steam Cloud;Steam Leaderboards","Simulation","Simulation;Trains;Singleplayer","1165","8573","5336","287","385","1000000-2000000","34.99","1"
"24200","DC Universe™ Online","2011-11-02","1","Daybreak Game Company","Daybreak Game Company","windows","0","Multi-player;MMO;Steam Achievements;Full controller support","Action;Adventure;Free to Play;Massively Multiplayer;RPG","Free to Play;Superhero;Massively Multiplayer","169","10138","2654","2990","3851","2000000-5000000","0.0","1"
"24240","PAYDAY™ The Heist","2011-10-20","1","OVERKILL Software","Daybreak Game Company","windows","18","Single-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats","Action","FPS;Action;Co-op","56","34645","2533","444","248","2000000-5000000","10.99","1"
"24740","Burnout Paradise: The Ultimate Box","2009-03-12","1","Criterion Games","Electronic Arts","windows","0","Single-player;Multi-player","Racing","Racing;Open World;Multiplayer","0","9739","1487","431","576","1000000-2000000","9.99","1"
"24960","Battlefield: Bad Company™ 2","2010-03-02","1","DICE","Electronic Arts","windows","0","Single-player;Multi-player","Action","FPS;Multiplayer;Action","0","23093","3877","1200","671","2000000-5000000","14.99","1"
"24980","Mass Effect 2","2010-01-28","1","BioWare","Electronic Arts","windows","0","Single-player","RPG","RPG;Sci-fi;Story Rich","0","10675","542","1087","736","1000000-2000000","19.99","1"
"26800","Braid","2009-04-10","1","Number None","Number None","windows;mac;linux","0","Single-player;Steam Achievements;Full controller support;Steam Cloud","Casual;Indie;Strategy","Puzzle;Platformer;Indie","12","6529","386","178","251","1000000-2000000","10.99","1"
"32370","STAR WARS™ - Knights of the Old Republic™","2009-09-05","1","BioWare;Aspyr (Mac)","LucasArts;Aspyr (Mac);Disney Interactive;Lucasfilm","windows;mac","0","Single-player;Steam Cloud","Adventure;RPG","RPG;Star Wars;Sci-fi","0","11569","1590","660","400","2000000-5000000","7.19","1"
"32470","STAR WARS™ Empire at War - Gold Pack","2010-05-25","1","Petroglyph","LucasArts;Lucasfilm;Disney Interactive","windows","0","Single-player;Multi-player;Online Multi-Player;Steam Cloud","Strategy","Strategy;Star Wars;RTS","0","6526","396","395","219","1000000-2000000","15.49","1"
"33230","Assassin's Creed 2 Deluxe Edition","2010-03-04","1","Ubisoft Montreal","Ubisoft","windows","0","Single-player","Action;Adventure","Action;Open World;Adventure","0","14861","2639","1046","1323","1000000-2000000","8.59","1"
"33930","Arma 2: Operation Arrowhead","2010-06-29","1","Bohemia Interactive","Bohemia Interactive","windows","18","Single-player;Multi-player;Co-op;Captions available;Partial Controller Support;Includes level editor","Action;Simulation;Strategy","Simulation;Action;Military","0","17683","1519","8488","1120","2000000-5000000","11.99","1"
"34030","Total War: NAPOLEON – Definitive Edition","2010-02-25","1","CREATIVE ASSEMBLY;Feral Interactive (Mac)","SEGA;Feral Interactive (Mac)","windows;mac","0","Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Stats","Strategy","Strategy;Historical;Grand Strategy","71","8540","907","1251","1534","2000000-5000000","0.0","1"
"34870","Sniper: Ghost Warrior 2","2013-03-11","1","City Interactive","CI Games","windows","18","Single-player;Multi-player;Steam Achievements;Full controller support;Steam Leaderboards","Action","Sniper;Action;FPS","38","6775","2724","234","228","1000000-2000000","6.99","1"
"34900","Bad Rats: the Rats' Revenge","2009-07-20","1","Invent4 Entertainment","Strategy First","windows","0","Single-player;Steam Achievements;Steam Trading Cards","Indie","Cult Classic;Physics;Indie","13","10465","2981","257","276","200000-500000","0.79","1"
"35140","Batman: Arkham Asylum Game of the Year Edition","2010-03-26","1","Rocksteady Studios;Feral Interactive (Mac)","Warner Bros. Interactive Entertainment;Feral Interactive (Mac)","windows;mac","0","Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud","Action;Adventure","Action;Batman;Stealth","47","20297","865","569","545","2000000-5000000","14.99","1"
"35450","Red Orchestra 2: Heroes of Stalingrad with Rising Storm","2011-09-13","1","Tripwire Interactive","Tripwire Interactive","windows","0","Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Steam Workshop;Valve Anti-Cheat enabled;Stats;Includes level editor","Action;Massively Multiplayer;Simulation","Realistic;World War II;FPS","140","26922","2274","771","269","2000000-5000000","14.99","1"
"35700","Trine Enchanted Edition","2009-07-02","1","Frozenbyte","Frozenbyte","windows;mac;linux","0","Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor","Action;Adventure;Indie","Platformer;Fantasy;Puzzle","33","9448","407","314","304","1000000-2000000","9.99","1"
"35720","Trine 2: Complete Story","2013-06-06","1","Frozenbyte","Frozenbyte","windows;mac;linux","0","Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor","Action;Adventure;Indie","Platformer;Adventure;Puzzle","97","16369","706","421","319","2000000-5000000","13.99","1"
"38400","Fallout: A Post Nuclear Role Playing Game","2015-11-01","1","Interplay Inc.","Bethesda Softworks","windows","16","Single-player;Steam Cloud","RPG","RPG;Post-apocalyptic;Classic","0","6983","643","93","49","1000000-2000000","7.99","1"
"38410","Fallout 2: A Post Nuclear Role Playing Game","2009-08-19","1","Black Isle Studios","Bethesda Softworks","windows","16","Single-player;Steam Cloud","RPG","RPG;Post-apocalyptic;Classic","0","4758","321","86","77","1000000-2000000","7.99","1"
"39000","Moonbase Alpha","2010-07-06","1","Virtual Heroes;Army Game Studio","NASA","windows","0","Single-player;Multi-player;Co-op;Valve Anti-Cheat enabled;Stats;Steam Leaderboards","Adventure;Simulation;Strategy","Space;Simulation;Free to Play","0","9867","1166","54","46","1000000-2000000","0.0","1"
"39120","RIFT","2011-03-01","1","Trion Worlds","Trion Worlds","windows","0","Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Trading Cards;In-App Purchases","Free to Play;Massively Multiplayer;RPG","Free to Play;MMORPG;Massively Multiplayer","0","6885","2326","4104","1997","2000000-5000000","0.0","1"
"39140","FINAL FANTASY VII","2013-07-04","1","Square Enix","Square Enix","windows","12","Single-player;Steam Achievements;Partial Controller Support","RPG","JRPG;RPG;Classic","36","11722","878","2443","2805","1000000-2000000","9.99","1"
"39150","FINAL FANTASY VIII","2013-12-05","1","Square Enix","Square Enix","windows","16","Single-player;Steam Achievements;Partial Controller Support;Steam Cloud","RPG","JRPG;RPG;Classic","45","5323","682","2145","2470","500000-1000000","9.99","1"
"39210","FINAL FANTASY XIV Online","2014-02-18","1","Square Enix","Square Enix","windows","16","Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Cross-Platform Multiplayer;Partial Controller Support","Massively Multiplayer;RPG","MMORPG;Massively Multiplayer;RPG","0","9808","2107","28897","9324","1000000-2000000","9.99","1"
"40100","Supreme Commander 2","2010-03-01","1","Gas Powered Games","Square Enix","windows","0","Single-player;Multi-player;Steam Achievements;Stats;Steam Leaderboards","Strategy","Strategy;RTS;Sci-fi","47","5336","903","1834","2894","1000000-2000000","8.99","1"
"40700","Machinarium","2009-10-16","1","Amanita Design","Amanita Design","windows;mac","0","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards","Adventure;Indie","Point & Click;Adventure;Puzzle","12","5437","264","165","241","500000-1000000","7.99","1"
"40970","Stronghold Crusader HD","2013-10-21","1","FireFly Studios","FireFly Studios","windows","0","Single-player;Multi-player;Steam Trading Cards;Steam Cloud;Includes level editor","Simulation;Strategy","Strategy;Medieval;RTS","0","4079","170","247","183","1000000-2000000","7.49","1"
"41070","Serious Sam 3: BFE","2011-11-22","1","Croteam","Devolver Digital","windows;mac;linux","0","Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor","Action;Indie","FPS;Action;Co-op","62","15574","1977","378","215","2000000-5000000","29.99","1"
"41700","S.T.A.L.K.E.R.: Call of Pripyat","2010-02-11","1","GSC Game World","GSC Game World","windows","0","Single-player;Multi-player","Action;RPG","Open World;Atmospheric;Post-apocalyptic","0","10172","470","1969","3186","1000000-2000000","12.99","1"
"42700","Call of Duty®: Black Ops","2010-11-08","1","Treyarch","Activision","windows","18","Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Valve Anti-Cheat enabled","Action","Action;FPS;Zombies","68","14201","1839","2672","517","2000000-5000000","29.99","1"
"42910","Magicka","2011-01-25","1","Arrowhead Game Studios","Paradox Interactive","windows","0","Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards","Action;RPG","Comedy;Action;Co-op","88","20912","1964","589","369","2000000-5000000","7.99","1"
"42960","Victoria II","2010-08-30","1","Paradox Development Studio","Paradox Interactive","windows","0","Single-player;Multi-player;Steam Trading Cards","Strategy","Grand Strategy;Strategy;Historical","0","4743","632","2580","4888","500000-1000000","14.99","1"
"44350","GRID 2","2013-05-27","1","Codemasters Racing;Feral Interactive (Mac)","Codemasters;Feral Interactive (Mac)","windows","0","Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards","Racing;Sports","Racing;Sports;Multiplayer","60","11953","3009","340","243","1000000-2000000","19.98","1"
"45760","Ultra Street Fighter® IV","2014-08-07","1","Capcom","Capcom","windows","0","Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards","Action","Fighting;Arcade;Competitive","67","8247","1141","835","1056","500000-1000000","22.99","1"
"47410","Stronghold Kingdoms","2012-02-27","1","FireFly Studios","FireFly Studios","windows","0","Online Multi-Player;MMO;Online Co-op;Cross-Platform Multiplayer;Steam Trading Cards","Free to Play;Massively Multiplayer;Strategy","Strategy;Free to Play;Medieval","0","4886","2609","329","421","1000000-2000000","0.0","1"
"47780","Dead Space™ 2","2011-01-27","1","Visceral Games","Electronic Arts","windows","0","Single-player;Multi-player;Partial Controller Support","Action","Horror;Action;Sci-fi","0","8943","493","292","272","1000000-2000000","14.99","1"
"47810","Dragon Age: Origins - Ultimate Edition","2010-10-29","1","BioWare","Electronic Arts","windows","0","Single-player","RPG","RPG;Fantasy;Story Rich","0","8808","726","686","464","1000000-2000000","19.99","1"
"47870","Need For Speed: Hot Pursuit","2010-12-14","1","Criterion Games","Electronic Arts","windows","0","Single-player;Multi-player","Racing","Racing;Multiplayer;Open World","0","11405","2775","467","415","1000000-2000000","14.99","1"
"47890","The Sims™ 3","2011-01-27","1","The Sims Studio","Electronic Arts","windows","0","Single-player","Simulation","Simulation;Character Customization;Sandbox","0","11679","2493","4730","499","2000000-5000000","24.99","1"
"48000","LIMBO","2011-08-02","1","Playdead","Playdead","windows;mac;linux","0","Single-player;Steam Achievements;Full controller support;Steam Cloud","Adventure;Indie","Indie;Platformer;Puzzle","13","30321","1994","117","127","2000000-5000000","6.99","1"
"48190","Assassin’s Creed® Brotherhood","2011-03-17","1","Ubisoft Montreal","Ubisoft","windows","18","Single-player;Multi-player;Partial Controller Support","Action;Adventure","Action;Adventure;Open World","0","6676","929","600","471","500000-1000000","12.49","1"
"48240","Anno 2070™","2011-11-17","1","Blue Byte;Related Designs","Ubisoft","windows","0","Single-player;Multi-player;Steam Trading Cards","Strategy","Strategy;City Builder;Simulation","0","5653","3686","879","846","500000-1000000","16.99","1"
