"appid","name","release_date","english","developer","publisher","platforms","required_age","categories","genres","steamspy_tags","achievements","positive_ratings","negative_ratings","average_playtime","median_playtime","owners","price","label"
"16450","F.E.A.R. 2: Project Origin","2009-02-12","1","Monolith","Warner Bros. Interactive Entertainment","windows","0","Single-player;Multi-player","Action","Horror;FPS;Action","0","3274","509","301","367","1000000-2000000","9.99","1"
"16710","Insecticide Part 1","2008-07-01","1","Crackpot Entertainment","Missing Link Games","windows","0","Single-player","Action;Adventure","Adventure;Action;Female Protagonist","0","308","110","264","265","100000-200000","0.79","1"
"16720","Velvet Assassin","2009-05-01","1","Replay Studios","Missing Link Games","windows;mac","0","Single-player;Partial Controller Support","Action","Stealth;Action;Female Protagonist","0","1219","832","9","10","200000-500000","1.69","1"
"16730","Legendary","2008-12-01","1","Spark Unlimited","SouthPeak Games","windows","0","Single-player","Action","Action;FPS;Shooter","0","1095","1000","90","90","200000-500000","1.69","1"
"16900","GROUND BRANCH","2018-08-14","1","BlackFoot Studios","BlackFoot Studios","windows","0","Single-player;Online Multi-Player;Online Co-op;VR Support;Partial Controller Support","Action;Indie;Early Access","Early Access;Indie;Tactical","0","599","143","0","0","20000-50000","15.49","1"
"17080","Tribes: Ascend","2012-06-27","1","Hi-Rez Studios","Hi-Rez Studios","windows","0","Multi-player;Co-op","Action;Free to Play","Free to Play;FPS;Action","0","6470","1738","128","75","2000000-5000000","0.0","1"
"17300","Crysis","2008-09-17","1","Crytek","Electronic Arts","windows","0","Single-player","Action","FPS;Action;Sci-fi","0","6075","1277","313","105","1000000-2000000","9.99","1"
"17330","Crysis Warhead®","2008-09-17","1","Crytek","Electronic Arts","windows","0","Single-player","Action","Action;FPS;Sci-fi","0","1694","312","18","29","500000-1000000","7.99","1"
"17410","Mirror's Edge™","2009-01-14","1","DICE","Electronic Arts","windows","0","Single-player;Full controller support;Partial Controller Support","Action;Adventure","Parkour;First-Person;Action","0","17880","2341","260","172","2000000-5000000","9.99","1"
"17430","Need for Speed Undercover","2008-12-19","1","EA Black Box","Electronic Arts","windows","0","Single-player;Multi-player;Partial Controller Support","Action;Racing","Racing;Open World;Multiplayer","0","2351","1081","916","1046","200000-500000","9.99","1"
"17460","Mass Effect","2008-12-19","1","BioWare","Electronic Arts","windows","0","Single-player","Action;RPG","RPG;Sci-fi;Story Rich","0","10107","666","612","633","1000000-2000000","7.99","1"
"17470","Dead Space","2009-01-09","1","EA Redwood Shores","Electronic Arts","windows","0","Single-player;Full controller support","Action","Horror;Action;Sci-fi","0","9136","1049","295","178","2000000-5000000","14.99","1"
"17500","Zombie Panic! Source","2008-10-03","1","Zombie Panic Team","Zombie Panic Team","windows;linux","0","Multi-player;Co-op;Mods;Mods (require HL2);Steam Achievements;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Includes level editor;Includes Source SDK","Action;Free to Play;Indie","Free to Play;Zombies;Multiplayer","106","5267","914","948","86","500000-1000000","0.0","1"
"17570","Pirates, Vikings, and Knights II","2010-02-12","1","Octoshark Studios","Octoshark Studios","windows;mac;linux","0","Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Mods;Steam Achievements;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Stats;Includes level editor;Includes Source SDK","Action;Free to Play;Indie","Free to Play;Multiplayer;Action","247","3839","582","117","197","500000-1000000","0.0","1"
"17710","Nuclear Dawn","2011-09-26","1","GameConnect;InterWave Studios","Iceberg Interactive","windows;mac;linux","0","Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Valve Anti-Cheat enabled;Stats;Includes level editor","Action;Strategy","Strategy;FPS;Action","58","1675","441","971","1184","200000-500000","6.99","1"
"17740","Empires Mod","2008-07-28","1","Empires","Empires","windows;linux","0","Multi-player;Cross-Platform Multiplayer;Steam Cloud;Includes level editor;Includes Source SDK","Action;Free to Play;Strategy","Free to Play;Strategy;Action","8","663","115","701","1378","100000-200000","0.0","1"
"18040","DeathSpank","2010-10-25","1","Hothead Games","Electronic Arts","windows;mac","0","Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards","Action;Indie;RPG","RPG;Action;Indie","12","540","34","1008","1008","100000-200000","7.99","1"
"18050","DeathSpank: Thongs of Virtue","2010-11-30","1","Hothead Games","Electronic Arts","windows;mac","0","Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards","Action;RPG;Indie","Action;RPG;Indie","13","125","18","0","0","50000-100000","7.99","1"
"18070","The Baconing","2011-08-31","1","Hothead Games","Hothead Games","windows;mac","0","Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards","Action;Adventure;RPG","RPG;Action;Adventure","12","149","37","14","14","100000-200000","9.99","1"
"18120","Unstoppable Gorg","2012-01-19","1","Futuremark","Futuremark","windows;mac","0","Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards","Action;Casual;Indie;Strategy","Tower Defense;Strategy;Indie","30","190","48","37","37","50000-100000","6.99","1"
"18700","And Yet It Moves","2009-04-02","1","Broken Rules","Broken Rules","windows;mac;linux","0","Single-player;Steam Achievements;Partial Controller Support","Action;Indie","Platformer;Indie;Puzzle","30","735","327","17","22","200000-500000","6.99","1"
"18820","Zero Gear","2010-01-12","1","Brian Cronin","Brian Cronin","windows","0","Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats","Action;Indie;Racing;Sports","Racing;Indie;Action","45","652","173","373","373","100000-200000","3.99","1"
"19030","Rocket Knight","2010-06-25","1","Climax Studios","Konami Digital Entertainment, Inc.;Konami Digital Entertainment GmbH","windows","0","Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards","Action;Adventure","Action;Adventure;Platformer","16","70","22","0","0","0-20000","11.99","1"
"19080","Biozone","2010-06-25","1","G5 Entertainment","Konami Digital Entertainment, Inc.;Konami Digital Entertainment GmbH","windows","0","Single-player","Action;Adventure;Casual","Action;Adventure;Casual","0","1","13","0","0","0-20000","7.99","1"
"19200","Tank Universal","2008-08-21","1","Dialogue Design","Meridian4","windows","0","Single-player;Steam Achievements","Action;Indie","Action;Indie;Tanks","27","226","190","39","63","100000-200000","3.99","1"
"19320","Space Ark","2012-03-16","1","Strawdog Studios Ltd","Bounce Entertainment ","windows","0","Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards","Action;Indie;Casual","Action;Casual;Indie","11","6","8","0","0","0-20000","3.99","1"
"19800","Brothers in Arms: Earned in Blood™","2008-10-10","1","Gearbox Software","Ubisoft","windows","0","Single-player","Action","Action;FPS;World War II","0","303","53","164","164","100000-200000","4.29","1"
"19830","Tom Clancy's Rainbow Six® 3 Gold","2008-09-25","1","Red Storm Entertainment;Ubisoft Montreal","Ubisoft","windows","0","Single-player","Action","Tactical;FPS;Action","0","811","71","43","61","100000-200000","4.29","1"
"19900","Far Cry® 2: Fortune's Edition","2008-10-22","1","Ubisoft Montreal","Ubisoft","windows","0","Single-player;Multi-player","Action","Open World;FPS;Action","0","5292","1739","257","229","1000000-2000000","8.59","1"
"19980","Prince of Persia®","2008-12-10","1","Ubisoft Montreal","Ubisoft","windows","0","Single-player","Action;Adventure","Action;Adventure;Platformer","0","948","266","305","399","200000-500000","8.59","1"
"20510","S.T.A.L.K.E.R.: Clear Sky","2008-09-15","1","GSC Game World","GSC World Publishing","windows","0","Single-player;Multi-player","Action;RPG","Open World;Atmospheric;Post-apocalyptic","0","5550","903","716","779","500000-1000000","7.99","1"
"20530","Red Faction","2009-08-05","1","Volition, Inc.","THQ Nordic","windows","0","Single-player;Multi-player;Steam Cloud","Action","Action;FPS;Sci-fi","0","1327","151","79","107","500000-1000000","4.99","1"
"20550","Red Faction II","2009-08-06","1","Volition, Inc.","THQ Nordic","windows","0","Single-player;Steam Cloud","Action;Strategy","Action;FPS;Strategy","0","354","313","0","0","500000-1000000","4.99","1"
"20700","Starscape","2008-11-03","1","Moonpod","Moonpod","windows","0","Single-player;Steam Achievements","Action;Indie;Strategy","Action;Indie;Strategy","18","50","15","12","12","0-20000","5.99","1"
"20710","Mr. Robot","2008-11-03","1","Moonpod","Moonpod","windows","0","Single-player;Steam Achievements","Action;Indie;Strategy","Indie;Strategy;Action","13","55","12","14","14","20000-50000","5.99","1"
"20820","Shatter","2010-03-15","1","Sidhe","PikPok","windows;mac;linux","0","Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards","Action;Indie","Great Soundtrack;Indie;Arcade","30","963","64","31","51","200000-500000","6.99","1"
"20900","The Witcher: Enhanced Edition Director's Cut","2008-09-16","1","CD PROJEKT RED","CD PROJEKT RED;1C-SoftClub","windows;mac","0","Single-player;Steam Cloud","Action;RPG","RPG;Fantasy;Story Rich","0","26380","4217","773","335","2000000-5000000","6.99","1"
"21000","LEGO® Batman™: The Videogame","2008-09-29","1","Traveller's Tales","Warner Bros. Interactive Entertainment","windows","0","Single-player;Shared/Split Screen;Full controller support","Action;Adventure","LEGO;Action;Adventure","0","1050","242","490","716","200000-500000","14.99","1"
"21010","Watchmen: The End is Nigh","2009-03-04","1","Deadline Games","Warner Bros. Interactive Entertainment","windows","0","Single-player;Multi-player;Shared/Split Screen","Action","Action;Superhero;Beat 'em up","0","227","120","0","0","20000-50000","3.99","1"
"21030","Watchmen: The End is Nigh Part 2","2009-07-29","1","Deadline Games  ","Warner Bros. Interactive Entertainment","windows","16","Single-player;Co-op;Partial Controller Support","Action","Action;Superhero;Beat 'em up","0","97","51","0","0","20000-50000","3.99","1"
"21090","F.E.A.R.","2010-05-21","1","Monolith Productions, Inc.;Timegate","Warner Bros. Interactive Entertainment","windows","18","Single-player","Action","Horror;FPS;Action","0","6371","438","389","498","1000000-2000000","35.96","1"
"21100","F.E.A.R. 3","2011-06-21","1","Day 1 Studios","Warner Bros. Interactive Entertainment","windows","18","Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards","Action","FPS;Horror;Co-op","50","5349","2030","310","298","1000000-2000000","12.99","1"
"21130","LEGO® Harry Potter: Years 1-4","2010-06-25","1","TT Games","Warner Bros. Interactive Entertainment","windows","0","Single-player;Shared/Split Screen;Full controller support","Action;Adventure","LEGO;Adventure;Action","0","1672","460","518","989","200000-500000","9.99","1"
"21400","Project Aftermath","2008-10-03","1","Games Faction","Games Faction","windows","0","Single-player;Steam Achievements","Strategy;Action;Indie","Strategy;Indie;Action","92","10","5","0","0","0-20000","4.79","1"
"21660","Street Fighter® IV","2009-07-07","1","Capcom","Capcom","windows","0","Single-player;Multi-player;Partial Controller Support","Action","Fighting;Action;Arcade","0","295","126","0","0","100000-200000","13.99","1"
"21670","Bionic Commando","2009-07-28","1","Capcom","Capcom","windows","0","Single-player;Multi-player;Partial Controller Support;Steam Cloud","Action;Adventure","Action;Adventure;Third Person","0","649","247","20","30","200000-500000","6.49","1"
"21680","Bionic Commando: Rearmed","2009-07-28","1","Capcom","Capcom","windows","18","Single-player;Shared/Split Screen;Partial Controller Support","Action","Action;Platformer;Remake","0","453","287","15","16","200000-500000","6.49","1"
"21690","Resident Evil™ 5/ Biohazard 5®","2009-09-15","1","Capcom","Capcom","windows","18","Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards","Action;Adventure","Action;Zombies;Co-op","70","9250","1618","868","532","1000000-2000000","13.99","1"
"21980","Call of Juarez®: Bound in Blood","2009-07-02","1","Techland","Ubisoft","windows","0","Single-player","Action","Western;Action;FPS","0","1121","232","13","13","200000-500000","8.59","1"
"22120","Penumbra: Black Plague Gold Edition","2009-01-23","1","Frictional Games","Frictional Games","windows;mac;linux","0","Single-player;Captions available","Nudity;Gore;Action;Adventure;Indie","Horror;Adventure;First-Person","0","1396","79","188","189","200000-500000","0.0","1"
"22180","Penumbra Overture","2009-03-06","1","Frictional Games","Frictional Games","windows;mac;linux","0","Single-player;Captions available","Gore;Action;Adventure;Indie","Horror;Adventure;First-Person","0","1660","164","37","43","500000-1000000","0.0","1"
"22200","Zeno Clash","2009-04-21","1","ACE Team","ACE Team","windows","0","Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud","Action;Indie","Action;Indie;Surreal","22","1980","356","307","307","200000-500000","6.99","1"
"22230","Rock of Ages","2011-09-07","1","ACE Team","SEGA","windows","0","Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards","Action;Indie;Racing;Strategy","Comedy;Indie;Strategy","19","2604","244","235","231","200000-500000","6.99","1"
"22310","Rogue Warrior","2009-12-01","1","Rebellion","Bethesda Softworks","windows","0","Single-player;Multi-player;Steam Achievements;Steam Cloud;Steam Leaderboards","Action","Action;FPS;Comedy","45","466","240","29","29","50000-100000","3.99","1"
"22350","BRINK","2011-05-09","1","Splash Damage","Bethesda Softworks","windows","0","Single-player;Multi-player;Co-op;Steam Achievements;Steam Cloud;Steam Leaderboards","Action;Free to Play","FPS;Action;Multiplayer","43","3493","2331","181","99","1000000-2000000","0.0","1"
"22380","Fallout: New Vegas","2010-10-21","1","Obsidian Entertainment","Bethesda Softworks","windows","18","Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards","Action;RPG","Open World;RPG;Post-apocalyptic","75","66756","3149","2485","1431","2000000-5000000","7.99","1"
"22450","Hunted: The Demon’s Forge™","2011-06-02","1","inXile Entertainment","Bethesda Softworks","windows","0","Partial Controller Support;Steam Cloud","Action;Adventure","Action;Adventure;Third Person","0","498","213","28","28","100000-200000","3.99","1"
"22610","Alien Breed: Impact","2010-06-03","1","Team17 Software Ltd. ","Team17 Digital Ltd","windows","0","Single-player;Co-op;Steam Achievements;Partial Controller Support","Action","Action;Shooter;Sci-fi","13","776","307","7","7","200000-500000","6.99","1"
"22650","Alien Breed 2: Assault","2010-09-22","1","Team17 Digital Ltd","Team17 Digital Ltd","windows","0","Single-player;Co-op;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards","Action","Action;Shooter;Isometric","13","478","226","96","96","200000-500000","6.99","1"
"22670","Alien Breed 3: Descent","2010-11-17","1","Team17 Digital Ltd","Team17 Digital Ltd","windows","0","Single-player;Co-op;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards","Action","Action;Shooter;Third Person","13","242","90","1","1","200000-500000","6.99","1"
"23460","Ceville","2009-02-27","1","Realmforge Studios","Assemble Entertainment","windows","0","Single-player","Action;Adventure;Strategy","Adventure;Point & Click;Strategy","0","83","19","0","0","20000-50000","4.79","1"
"23530","Earth Defense Force: Insect Armageddon","2011-12-14","1","Vicious Cycle Software, Inc.","D3Publisher of America, Inc.","windows","0","Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Cloud;Stats","Action","Action;Third-Person Shooter;Co-op","50","731","95","253","380","50000-100000","6.99","1"
"24200","DC Universe™ Online","2011-11-02","1","Daybreak Game Company","Daybreak Game Company","windows","0","Multi-player;MMO;Steam Achievements;Full controller support","Action;Adventure;Free to Play;Massively Multiplayer;RPG","Free to Play;Superhero;Massively Multiplayer","169","10138","2654","2990","3851","2000000-5000000","0.0","1"
"24240","PAYDAY™ The Heist","2011-10-20","1","OVERKILL Software","Daybreak Game Company","windows","18","Single-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats","Action","FPS;Action;Co-op","56","34645","2533","444","248","2000000-5000000","10.99","1"
"24720","SPORE™ Galactic Adventures","2009-06-26","1","EA - Maxis","Electronic Arts","windows","0","Single-player","Action;Simulation","Simulation;Action;Space","0","1943","453","1905","2286","500000-1000000","9.99","1"
"24840","Medal of Honor: Airborne","2009-10-06","1","EA Los Angeles","Electronic Arts","windows","0","Single-player;Multi-player","Action","Action;World War II;FPS","0","1725","461","28","28","200000-500000","9.99","1"
"24960","Battlefield: Bad Company™ 2","2010-03-02","1","DICE","Electronic Arts","windows","0","Single-player;Multi-player","Action","FPS;Multiplayer;Action","0","23093","3877","1200","671","2000000-5000000","14.99","1"
"25000","Overgrowth","2017-10-16","1","Wolfire Games","Wolfire Games","windows;mac;linux","0","Single-player;Partial Controller Support;Includes level editor","Action;Indie","Parkour;Action;Indie","0","3200","1315","777","1365","500000-1000000","22.99","1"
"25010","Lugaru HD","2010-10-08","1","Wolfire Games","Wolfire Games","windows;mac;linux","0","Single-player","Action","Action;Indie;Martial Arts","0","321","98","13","13","100000-200000","7.99","1"
"26000","The Maw","2009-03-09","1","Twisted Pixel Games","Twisted Pixel Games","windows","0","Single-player;Steam Achievements","Action;Indie","Indie;Platformer;Cute","15","161","36","14","14","50000-100000","8.99","1"
"26300","Drug Wars","2009-03-17","1","Paleo Entertainment","Paleo Entertainment","windows","0","Single-player;Multi-player","Action;Indie","Action;Indie","0","13","31","0","0","0-20000","3.99","1"
"27330","Blacklight: Tango Down","2010-07-14","1","Zombie Studios","Ignition Entertainment","windows","0","Single-player;Multi-player;Co-op;Partial Controller Support","Action","Action;FPS;Multiplayer","12","132","209","129","193","50000-100000","0.79","1"
"27900","Twin Sector","2009-09-16","1","DnS Development","DnS Development","windows","0","Single-player","Action;Adventure","Action;Adventure;Puzzle","0","88","150","0","0","50000-100000","3.99","1"
"27920","Booster Trooper","2010-04-23","1","DnS Development","DnS Development","windows","0","Single-player;Multi-player;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards","Action;Indie","Action;Indie;Platformer","260","91","94","10","10","20000-50000","1.69","1"
"27940","Dead Horde","2011-07-27","1","DnS Development","DnS Development","windows","0","Single-player;Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards","Action;Indie","Action;Zombies;Indie","28","206","406","82","82","50000-100000","4.79","1"
"28000","Kane & Lynch 2: Dog Days","2010-08-17","1","IO Interactive","Square Enix","windows","18","Single-player;Multi-player;Co-op;Steam Achievements;Steam Leaderboards","Action","Action;Co-op;Third-Person Shooter","59","2822","1919","282","301","500000-1000000","7.99","1"
"29800","Caster","2009-03-19","1","Elecorn","Elecorn","windows;mac","0","Single-player;Steam Trading Cards;Partial Controller Support","Action;Adventure;Casual;Indie;RPG;Strategy","Action;Indie;Adventure","0","3277","868","120","160","200000-500000","0.99","1"
"29900","Dark Sector","2009-03-24","1","Digital Extremes","ND Games","windows","0","Single-player;Multi-player;Partial Controller Support","Action","Action;Third-Person Shooter;Singleplayer","0","337","96","0","0","50000-100000","6.99","1"
"31300","Tunnel Rats","2009-05-15","1","Replay Studios","Boll AG","windows","0","Single-player","Action","Action;FPS","0","11","19","0","0","0-20000","15.99","1"
"31890","Nancy Drew®: Secret of the Scarlet Hand","2009-10-10","1","HeR Interactive","HeR Interactive","windows","0","Single-player","Action","Action;Point & Click;Puzzle","0","20","3","0","0","0-20000","5.19","1"
"32200","Metal Drift","2009-10-22","1","Black Jacket Studios","Black Jacket Studios","windows","0","Single-player;Multi-player;Steam Achievements","Action;Indie;Racing;Sports","Action;Indie;Racing","28","81","45","91","173","20000-50000","6.99","1"
"32330","LEGO® Indiana Jones™: The Original Adventures","2009-07-08","1","Traveller's Tales","LucasArts;Lucasfilm;Disney Interactive","windows","0","Single-player;Local Co-op;Shared/Split Screen;Partial Controller Support;Steam Cloud","Action;Adventure","Adventure;Action;LEGO","0","305","87","0","0","50000-100000","15.49","1"
"32350","STAR WARS™ Starfighter™","2009-07-08","1","LucasArts","LucasArts;Lucasfilm;Disney Interactive","windows","0","Single-player;Partial Controller Support;Steam Cloud","Action;Simulation","Action;Simulation;Star Wars","0","221","235","6","8","500000-1000000","4.79","1"
"32380","STAR WARS™ Jedi Knight: Dark Forces II","2009-09-16","1","LucasArts","LucasArts;Lucasfilm;Disney Interactive","windows","0","Single-player;Multi-player;Local Multi-Player;Partial Controller Support;Steam Cloud","Action","Action;Star Wars;FPS","0","777","315","141","221","1000000-2000000","4.79","1"
"32390","STAR WARS™ Jedi Knight - Mysteries of the Sith™","2009-09-16","1","LucasArts","LucasArts;Lucasfilm;Disney Interactive","windows","0","Single-player;Multi-player;Partial Controller Support;Steam Cloud","Action","Action;Star Wars;FPS","0","366","192","30","30","500000-1000000","2.09","1"
