"appid","name","release_date","english","developer","publisher","platforms","required_age","categories","genres","steamspy_tags","achievements","positive_ratings","negative_ratings","average_playtime","median_playtime","owners","price","label"
"3820","BloodRayne 2","2006-09-14","1","Terminal Reality","Majesco Entertainment","windows","0","Single-player;Steam Trading Cards","Action","Action;Vampire;Female Protagonist","0","259","103","771","771","50000-100000","6.99","1"
"3830","Psychonauts","2006-10-11","1","Double Fine Productions","Double Fine Productions","windows;mac;linux","0","Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud","Action","Platformer;Comedy;Adventure","37","8204","456","491","232","2000000-5000000","6.99","1"
"4300","RoboBlitz","2006-11-07","1","Naked Sky Entertainment","Naked Sky Entertainment","windows","0","Single-player;Partial Controller Support;Includes level editor","Action;Indie","Action;Indie;Puzzle","0","43","14","78","78","20000-50000","5.99","1"
"4500","S.T.A.L.K.E.R.: Shadow of Chernobyl","2007-03-20","1","GSC Game World","GSC Game World","windows","0","Single-player;Multi-player","Action;RPG","Atmospheric;Post-apocalyptic;Open World","0","11039","570","493","360","1000000-2000000","9.99","1"
"4520","Full Spectrum Warrior","2007-07-17","1","Pandemic Studios","THQ Nordic","windows","0","Single-player;Multi-player;Co-op","Action;Strategy","Strategy;Action;Tactical","0","106","60","124","244","100000-200000","7.99","1"
"4530","Full Spectrum Warrior: Ten Hammers","2007-07-17","1","Pandemic Studios","THQ Nordic","windows","0","Single-player;Multi-player;Co-op","Action;Strategy","Strategy;Action;Tactical","0","76","38","1","1","100000-200000","4.99","1"
"4560","Company of Heroes - Legacy Edition","2007-07-17","1","Relic Entertainment","SEGA","windows","18","Single-player;Multi-player;Steam Trading Cards;Steam Workshop;Steam Cloud","Violent;Action;Strategy","Strategy;RTS;World War II","0","4772","320","175","186","2000000-5000000","0.0","1"
"4720","Condemned: Criminal Origins","2012-10-29","1","Monolith","SEGA","windows","18","Single-player","Action","Horror;Action;Atmospheric","0","1243","221","312","312","200000-500000","9.99","1"
"4920","Natural Selection 2","2012-10-30","1","Unknown Worlds Entertainment","Unknown Worlds Entertainment","windows;linux","0","Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Includes level editor","Action;Indie;Strategy","Multiplayer;Strategy;FPS","67","8372","1498","627","253","1000000-2000000","6.99","1"
"6000","STAR WARS™ Republic Commando™","2009-07-08","1","LucasArts","LucasArts;Lucasfilm;Disney Interactive","windows","0","Single-player;Multi-player;Local Multi-Player;Steam Cloud","Action","Star Wars;Action;FPS","0","6392","379","369","265","1000000-2000000","7.19","1"
"6020","STAR WARS™ Jedi Knight - Jedi Academy™","2009-09-16","1","Raven Software;Aspyr (Mac)","LucasArts;Aspyr (Mac);Lucasfilm;Disney Interactive","windows;mac","0","Single-player;Online Multi-Player;Local Multi-Player;Partial Controller Support;Steam Cloud","Action","Star Wars;Action;Sci-fi","0","5684","330","1254","174","1000000-2000000","7.19","1"
"6030","STAR WARS™ Jedi Knight II - Jedi Outcast™","2009-09-16","1","Raven Software;Aspyr (Mac)","LucasArts;Aspyr (Mac);Lucasfilm;Disney Interactive","windows;mac","0","Single-player;Online Multi-Player;Local Multi-Player;Partial Controller Support;Steam Cloud","Action","Star Wars;Action;Classic","0","2020","219","127","180","1000000-2000000","7.19","1"
"6060","Star Wars: Battlefront 2 (Classic, 2005)","2009-07-08","1","Pandemic Studios","Lucasfilm;LucasArts;Disney Interactive","windows","0","Single-player;Multi-player;Online Multi-Player;Partial Controller Support;Steam Cloud","Action","Star Wars;Action;Multiplayer","0","29149","2425","618","320","2000000-5000000","7.19","1"
"6080","Thrillville®: Off the Rails™","2009-07-08","1","Frontier","LucasArts","windows","0","Single-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Partial Controller Support;Steam Cloud","Action;Adventure;Racing;Simulation;Strategy","Simulation;Strategy;Action","0","272","38","17","17","20000-50000","7.19","1"
"6090","Armed and Dangerous®","2009-07-08","1","Planet Moon Studios","LucasArts;Lucasfilm;Disney Interactive","windows","0","Single-player;Steam Cloud","Action","Action;Comedy;Third-Person Shooter","0","115","18","100","100","20000-50000","4.79","1"
"6120","Shank","2010-10-25","1","Klei Entertainment","Klei Entertainment","windows;mac;linux","0","Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud","Action;Indie","Action;Indie;Beat 'em up","12","1749","227","255","363","200000-500000","7.19","1"
"6250","Making History: The Calm & the Storm","2007-03-13","1","Muzzy Lane","Strategy First","windows","0","Single-player;Multi-player","Action;Strategy","Strategy;Action;Grand Strategy","0","460","107","0","0","50000-100000","3.99","1"
"6310","The Longest Journey","2007-05-01","1","Funcom","Funcom","windows","0","Single-player","Action;Adventure;RPG","Adventure;Point & Click;Female Protagonist","0","1152","102","14","19","200000-500000","5.99","1"
"6370","Bloodline Champions","2011-10-28","1","Stunlock Studios","Stunlock Studios","windows","0","Single-player;Multi-player;MMO","Action;Free to Play;Massively Multiplayer","Free to Play;Action;MOBA","0","1365","226","70","102","500000-1000000","0.0","1"
"6400","Joint Task Force","2007-03-27","1","Most Wanted Entertainment","HD Publishing","windows","0","Single-player;Multi-player;Co-op;Shared/Split Screen","Action;Strategy","Strategy;Action;RTS","0","100","15","0","0","20000-50000","5.79","1"
"6510","Lost Planet™: Extreme Condition","2007-06-29","1","CAPCOM Co., Ltd.","Capcom","windows","0","Single-player;Multi-player;Partial Controller Support;Valve Anti-Cheat enabled","Action;Adventure","Action;Adventure;Third-Person Shooter","0","569","178","74","74","200000-500000","9.99","1"
"6550","Devil May Cry® 3 Special Edition","2007-06-12","1","CAPCOM Co., Ltd.","Capcom","windows","0","Single-player;Partial Controller Support","Action","Action;Hack and Slash;Great Soundtrack","0","1462","1052","90","90","200000-500000","15.99","1"
"6800","Commandos: Behind Enemy Lines","2007-03-15","1","Pyro Studios","Kalypso Media Digital","windows","0","Single-player;Multi-player;Co-op","Action","Strategy;Stealth;Action","0","1561","213","63","70","500000-1000000","3.99","1"
"6810","Commandos: Beyond the Call of Duty","2007-03-15","1","Pyro Studios","Kalypso Media Digital","windows","0","Single-player;Multi-player;Co-op","Action","Action;Strategy;Tactical","0","404","71","12","14","500000-1000000","3.99","1"
"6830","Commandos 2: Men of Courage","2007-03-15","1","Pyro Studios","Kalypso Media Digital","windows","0","Single-player;Multi-player;Co-op","Action","Strategy;Tactical;Stealth","0","1333","238","201","302","500000-1000000","3.99","1"
"6840","Commandos 3: Destination Berlin","2007-03-15","1","Pyro Studios","Kalypso Media Digital","windows","0","Single-player;Multi-player;Co-op","Action","Strategy;Action;Tactical","0","421","265","14","20","500000-1000000","3.99","1"
"6850","Hitman 2: Silent Assassin","2007-03-15","1","Io-Interactive A/S","Io-Interactive A/S","windows","16","Single-player","Action","Stealth;Action;Third Person","0","1514","260","63","58","1000000-2000000","8.29","1"
"6860","Hitman: Blood Money","2007-03-15","1","Io-Interactive A/S","Io-Interactive A/S","windows","18","Single-player","Action","Stealth;Action;Third Person","0","5864","391","435","365","1000000-2000000","9.29","1"
"6870","Battlestations: Midway","2007-03-15","1","Eidos Interactive","Square Enix","windows","0","Single-player","Action","Action;World War II;Naval","0","316","113","0","0","200000-500000","4.99","1"
"6880","Just Cause","2007-03-15","1","Avalanche Studios","Square Enix","windows","16","Single-player","Action","Action;Open World;Shooter","0","1732","846","20","25","1000000-2000000","4.99","1"
"6900","Hitman: Codename 47","2007-03-15","1","IO Interactive A/S","IO Interactive A/S","windows","18","Single-player","Action","Stealth;Action;Classic","0","1186","450","62","43","1000000-2000000","7.19","1"
"6910","Deus Ex: Game of the Year Edition","2007-03-29","1","Ion Storm","Square Enix","windows","16","Single-player;Multi-player","Action","Cyberpunk;RPG;Stealth","0","6242","347","324","245","1000000-2000000","4.99","1"
"6920","Deus Ex: Invisible War","2007-03-29","1","Ion Storm","Square Enix","windows","16","Single-player","Action","Cyberpunk;Action;FPS","0","649","433","24","31","500000-1000000","4.99","1"
"6980","Thief: Deadly Shadows","2007-03-29","1","Ion Storm","Square Enix","windows","0","Single-player","Action","Stealth;Atmospheric;Action","0","1135","210","254","368","500000-1000000","6.99","1"
"7000","Tomb Raider: Legend","2007-03-29","1","Crystal Dynamics","Square Enix","windows","16","Single-player;Partial Controller Support","Action;Adventure","Adventure;Action;Female Protagonist","0","1656","243","714","725","500000-1000000","4.99","1"
"7010","Project: Snowblind","2007-03-29","1","Crystal Dynamics","Square Enix","windows","0","Single-player;Multi-player","Action","Action;FPS;Cyberpunk","0","175","61","0","0","50000-100000","3.99","1"
"7020","Rogue Trooper","2007-03-29","1","Rebellion","Rebellion","windows","0","Single-player;Multi-player;Co-op","Action","Action;Third-Person Shooter;Sci-fi","0","248","15","0","0","50000-100000","6.99","1"
"7510","X-Blades","2009-04-30","1","Gaijin Entertainment","Topware Interactive","windows;mac;linux","0","Single-player;Steam Trading Cards;Partial Controller Support","Nudity;Violent;Action;Adventure;RPG","Action;Hack and Slash;Female Protagonist","0","1566","981","313","341","500000-1000000","6.99","1"
"7860","NecroVision","2009-05-20","1","The Farm 51","1C Entertainment","windows","0","Single-player;Multi-player;Steam Cloud","Action","Action;FPS;World War I","0","539","270","113","113","100000-200000","3.99","1"
"7940","Call of Duty® 4: Modern Warfare®","2007-11-12","1","Infinity Ward;Aspyr (Mac)","Activision;Aspyr (Mac)","windows;mac","0","Single-player;Multi-player","Action","FPS;Action;Multiplayer","0","8725","821","1417","1503","1000000-2000000","19.99","1"
"8000","Tomb Raider: Anniversary","2007-06-05","1","Crystal Dynamics;Feral Interactive (Mac)","Square Enix;Feral Interactive (Mac)","windows","16","Single-player;Partial Controller Support","Action;Adventure","Action;Adventure;Female Protagonist","0","1964","389","239","280","500000-1000000","6.99","1"
"8080","Kane and Lynch: Dead Men™","2007-12-13","1","IO Interactive","Square Enix","windows","0","Single-player;Multi-player;Shared/Split Screen;Partial Controller Support","Action","Action;Third-Person Shooter;Crime","0","1223","724","209","209","200000-500000","4.99","1"
"8100","Conflict: Denied Ops","2008-02-08","1","Pivotal Games","Square Enix","windows","0","Single-player","Action","Action;FPS;Singleplayer","0","89","103","0","0","50000-100000","3.99","1"
"8140","Tomb Raider: Underworld","2008-11-21","1","Crystal Dynamics","Square Enix","windows","16","Single-player","Action;Adventure","Adventure;Action;Female Protagonist","0","1779","594","313","565","500000-1000000","6.99","1"
"8170","Battlestations Pacific","2009-05-13","1","Eidos Studio Hungary","Square Enix","windows","0","Single-player;Multi-player;Partial Controller Support","Action;Strategy","World War II;Strategy;Action","0","1028","542","132","132","200000-500000","6.99","1"
"8190","Just Cause 2","2010-03-23","1","Avalanche Studios","Square Enix","windows","18","Single-player;Steam Achievements;Full controller support;Steam Cloud","Action;Adventure","Open World;Action;Sandbox","50","33636","3231","519","272","2000000-5000000","9.99","1"
"8500","EVE Online","2010-12-15","1","CCP","CCP","windows;mac","0","Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Trading Cards","Action;Free to Play;Massively Multiplayer;RPG;Strategy","Space;Massively Multiplayer;Sci-fi","0","8317","2832","5123","230","1000000-2000000","0.0","1"
"8870","BioShock Infinite","2013-03-25","1","Irrational Games;Aspyr (Mac);Virtual Programming (Linux)","2K;Aspyr (Mac)","windows;mac;linux","18","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action","FPS;Story Rich;Action","80","79442","3846","614","519","2000000-5000000","19.99","1"
"9000","Spear of Destiny","2007-08-03","1","id Software","id Software","windows","0","Single-player;Steam Cloud","Action","Action;FPS;Classic","0","200","36","0","0","200000-500000","2.49","1"
"9010","Return to Castle Wolfenstein","2007-08-03","1","Gray Matter Studios","Bethesda-Softworks","windows","0","Single-player;Multi-player;Steam Cloud","Action","FPS;Action;Classic","0","3084","276","32","48","200000-500000","3.99","1"
"9030","QUAKE Mission Pack 2: Dissolution of Eternity","2007-08-03","1","Rogue Entertainment","id Software","windows","0","Single-player;Multi-player;Steam Cloud","Action","Action;FPS;Shooter","0","143","15","88","91","200000-500000","2.49","1"
"9040","QUAKE Mission Pack 1: Scourge of Armagon","2007-08-03","1","Ritual Entertainment","id Software","windows","0","Single-player;Multi-player;Steam Cloud","Action","Action;FPS;Shooter","0","205","13","129","152","200000-500000","2.49","1"
"9050","DOOM 3","2007-08-03","1","id Software","id Software","windows","0","Single-player;Multi-player;Steam Cloud","Action","Horror;FPS;Action","0","2633","376","362","394","200000-500000","0.0","1"
